대분류,중분류,소분류,event_url,시술명,대표이미지,시술_해시태그,평점,후기_갯수,원가,VAT_정보,시술_정보,병원명,병원_정보,병원_주소,마취정보,영업시간,병원_연락처(안심번호)
리프팅,레이저리프팅,울쎄라리프팅,https://www.yeoshin.co.kr/event/mobile/21917,인천 구월동 프리미엄 울쎄라 100샷,https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/p9wCaKODqebb5iGR561lEQYrpZl3.png?q=90&f=webp&w=1024,"#리프팅레이저
#타이트닝",,,"319,000원",VAT 포함,"울쎄라
시술시간
30~60분
마취여부
크림마취
회복시간
약 1주
시술효과
4~8주 후",닥터쁘띠의원(인천구월점),여의사 진료 / 여의사 진료 / 사후관리 / 사후관리,인천광역시 남동구 예술로 126 (구월동) 3층,"크림마취
비수면 무통마취
국소마취",화요일 10:30 ~ 20:30 / 수요일 10:30 ~ 20:30 / 목요일 10:30 ~ 20:30 / 금요일 10:30 ~ 20:30 / 토요일 10:30 ~ 17:00 / 일요일 10:30 ~ 17:00,0508-0353-0764
리프팅,레이저리프팅,울쎄라리프팅,https://www.yeoshin.co.kr/event/mobile/27778,뉴엘라인 울쎄라 리프팅,https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/XNc1yJPea8DYohAvlJSxlO52bwG7.jpg?q=90&f=webp&w=1024,"#리프팅레이저
#타이트닝",,,"363,000원",VAT 포함,"울쎄라
시술시간
30~60분
마취여부
크림마취
회복시간
약 1주
시술효과
4~8주 후",뉴엘라인의원,전문의 1명 / 전문의 1명 / 여의사 진료 / 여의사 진료 / 마취과의 진료 / 마취과의 진료 / 수술실 CCTV / 수술실 CCTV,서울특별시 성동구 상원길 26 (성수동1가) 뉴엘라인의원,"크림마취
수면마취",화요일 11:00 ~ 20:00 (점심 14:00 ~ 15:00) / 수요일 11:00 ~ 20:00 (점심 14:00 ~ 15:00) / 목요일 11:00 ~ 20:00 (점심 14:00 ~ 15:00) / 금요일 11:00 ~ 21:00 (점심 14:00 ~ 15:00) / 토요일 11:00 ~ 16:00 / 일요일 휴진,0508-0353-1719
리프팅,레이저리프팅,울쎄라리프팅,https://www.yeoshin.co.kr/event/mobile/27652,리앤영 울쎄라피 프라임 300샷,https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/gyIjoTlpaSKLfBxzYZA7qv6hSB95.jpg?q=90&f=webp&w=1024,"#리프팅레이저
#타이트닝",,,"1,199,000원",VAT 포함,"울쎄라피프라임
시술시간
30~60분
마취여부
크림마취
회복시간
약 1~3일
시술효과
1~2개월",리앤영의원(강남점),전문의 3명 / 전문의 3명,서울특별시 서초구 강남대로 415 대동빌딩 6층,,화요일 10:00 ~ 19:00 (점심 13:00 ~ 14:00) / 수요일 14:00 ~ 21:00 / 목요일 10:00 ~ 19:00 (점심 13:00 ~ 14:00) / 금요일 10:00 ~ 21:00 (점심 13:00 ~ 14:00) / 토요일 10:00 ~ 16:00 (점심 13:00 ~ 14:00) / 일요일 휴진,0508-0354-0401
리프팅,레이저리프팅,울쎄라리프팅,https://www.yeoshin.co.kr/event/mobile/27353,브이올렛+울쎄라피 프라임 300샷 1회,https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/DgGEHTkoSCZNaTHFPArBNxNAbNsA.jpg?q=90&f=webp&w=1024,"#피부과 전문의
#목/턱
#얼굴지방개선",,,"1,309,000원",VAT 포함,"브이올렛
시술시간
10~20분
마취여부
크림마취
회복시간
약 3일
시술효과
1개월 후",리뉴미피부과의원(홍제점),전문의 3명 / 전문의 3명 / 여의사 진료 / 여의사 진료 / 수술실 CCTV / 수술실 CCTV / 응급처치 시스템 / 응급처치 시스템 / 전담회복실 / 전담회복실 / 사후관리 / 사후관리 / 피부진단기 F-RAY 촬영 > / 피부진단기 F-RAY 촬영 > / 피부진단기 F-RAY 촬영 >,"서울특별시 서대문구 통일로 433 (홍제동) 조이빌딩 7, 8층","크림마취
수면마취
비수면 무통마취
국소마취",화요일 10:00 ~ 19:00 (점심 13:00 ~ 14:00) / 수요일 10:00 ~ 19:00 (점심 13:00 ~ 14:00) / 목요일 10:00 ~ 19:00 (점심 13:00 ~ 14:00) / 금요일 10:00 ~ 20:00 (점심 13:00 ~ 14:00) / 토요일 09:30 ~ 16:30 (점심 13:00 ~ 14:00) / 일요일 휴진,050803534854
리프팅,레이저리프팅,울쎄라리프팅,https://www.yeoshin.co.kr/event/mobile/26176,블리비 울쎄라피 프라임 리프팅,https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/IuqIvWmTNZAzxtLM18qok8bMV8K2.jpg?q=90&f=webp&w=1024,"#리프팅레이저
#타이트닝",,,"429,000원",VAT 포함,"울쎄라피프라임
시술시간
30~60분
마취여부
크림마취
회복시간
약 1~3일
시술효과
1~2개월",블리비의원(명동점),,서울특별시 중구 남대문로 84 (남대문로2가) 하이드파크 6층,,화요일 10:30 ~ 20:30 (점심 14:00 ~ 15:00) / 수요일 10:30 ~ 20:30 (점심 14:00 ~ 15:00) / 목요일 10:30 ~ 20:30 (점심 14:00 ~ 15:00) / 금요일 10:30 ~ 20:30 (점심 14:00 ~ 15:00) / 토요일 10:00 ~ 16:30 / 일요일 휴진,0508-0354-2895
리프팅,레이저리프팅,울쎄라리프팅,https://www.yeoshin.co.kr/event/mobile/25153,울쎄라피 프라임 & 써마지 FLX 리프팅,https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/bVplPCOCfVmPy6kWgXl8lSzHSx7A.jpg?q=90&f=webp&w=1024,"#리프팅레이저
#타이트닝",10,후기 1,"2,574,000원",VAT 포함,"울쎄라피프라임
시술시간
30~60분
마취여부
크림마취
회복시간
약 1~3일
시술효과
1~2개월",온리프성형외과,전문의 1명 / 전문의 1명 / 영어 응대 / 영어 응대 / 중국어 응대 / 중국어 응대 / 일본어 응대 / 일본어 응대 / 피부진단기 F-RAY 촬영 > / 피부진단기 F-RAY 촬영 > / 피부진단기 F-RAY 촬영 >,서울특별시 서초구 강남대로 399 온리프성형외과,,화요일 11:00 ~ 20:00 / 수요일 11:00 ~ 20:00 / 목요일 11:00 ~ 20:00 / 금요일 11:00 ~ 21:00 / 토요일 10:00 ~ 17:00 / 일요일 휴진,0508-0353-1273
리프팅,레이저리프팅,울쎄라리프팅,https://www.yeoshin.co.kr/event/mobile/17376,블리비 울쎄라 리프팅,https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/IuqIvWmTNZAzxtLM18qok8bMV8K2.jpg?q=90&f=webp&w=1024,"#리프팅레이저
#타이트닝",,,"319,000원",VAT 포함,"울쎄라
시술시간
30~60분
마취여부
크림마취
회복시간
약 1주
시술효과
4~8주 후",블리비의원(명동점),,서울특별시 중구 남대문로 84 (남대문로2가) 하이드파크 6층,,화요일 10:30 ~ 20:30 (점심 14:00 ~ 15:00) / 수요일 10:30 ~ 20:30 (점심 14:00 ~ 15:00) / 목요일 10:30 ~ 20:30 (점심 14:00 ~ 15:00) / 금요일 10:30 ~ 20:30 (점심 14:00 ~ 15:00) / 토요일 10:00 ~ 16:30 / 일요일 휴진,0508-0354-2895
리프팅,레이저리프팅,울쎄라리프팅,https://www.yeoshin.co.kr/event/mobile/17291,블리비 울쎄라 리프팅,https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/kGCwLuaGbaxktAupFSISOMYNmVr7.jpg?q=90&f=webp&w=1024,"#리프팅레이저
#타이트닝",,,"297,000원",VAT 포함,"울쎄라
시술시간
30~60분
마취여부
크림마취
회복시간
약 1주
시술효과
4~8주 후",블리비의원(발산점),,"서울특별시 강서구 강서로 395 (마곡동) 3층(마곡동, 플레이스H)",,화요일 10:30 ~ 20:30 (점심 14:00 ~ 15:00) / 수요일 10:30 ~ 20:30 (점심 14:00 ~ 15:00) / 목요일 10:30 ~ 20:30 (점심 14:00 ~ 15:00) / 금요일 10:30 ~ 20:30 (점심 14:00 ~ 15:00) / 토요일 10:00 ~ 16:30 / 일요일 휴진 / 토요일 점심시간 없이 진료 일요일 / 공휴일 휴무,0508-0354-2882
리프팅,레이저리프팅,울쎄라리프팅,https://www.yeoshin.co.kr/event/mobile/7644,울쎄라 100샷&인모드FX 풀페이스,https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/7ZimrAziUWWLYVIzppl9rhvW0mL2.jpg?q=90&f=webp&w=1024,"#리프팅레이저
#타이트닝",,,"297,000원",VAT 포함,"리프팅레이저
시술시간
40~60분
마취여부
크림마취
회복시간
1주
시술효과
1~2달 후",VS라인의원(인천구월점),피부진단기 F-RAY 촬영 > / 피부진단기 F-RAY 촬영 > / 피부진단기 F-RAY 촬영 >,인천광역시 남동구 인하로489번길 10 VS라인의원(인천구월점),,화요일 10:00 ~ 20:00 / 수요일 10:00 ~ 20:00 / 목요일 10:00 ~ 20:00 / 금요일 10:00 ~ 20:00 / 토요일 10:00 ~ 17:00 / 일요일 휴진,0508-0354-1766
리프팅,레이저리프팅,울쎄라리프팅,https://www.yeoshin.co.kr/event/mobile/79,울쎄라 리프팅,https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/3281646234.png?q=90&f=webp&w=1024,"#리프팅레이저
#타이트닝",10,후기 1,"847,000원",VAT 포함,"울쎄라
시술시간
40~60분
마취여부
크림마취
회복시간
1주
시술효과
1~2달 후",VS라인의원(인천구월점),피부진단기 F-RAY 촬영 > / 피부진단기 F-RAY 촬영 > / 피부진단기 F-RAY 촬영 >,인천광역시 남동구 인하로489번길 10 VS라인의원(인천구월점),,화요일 10:00 ~ 20:00 / 수요일 10:00 ~ 20:00 / 목요일 10:00 ~ 20:00 / 금요일 10:00 ~ 20:00 / 토요일 10:00 ~ 17:00 / 일요일 휴진,0508-0354-1766
리프팅,레이저리프팅,울쎄라리프팅,https://www.yeoshin.co.kr/event/mobile/25998,"피부과 전문의, 울쎄라400s+온다40kj",https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/9wgz3P8hhSlL167GpEKpFHVBlNhA.jpg?q=90&f=webp&w=1024,"#피부과 전문의
#리프팅레이저
#타이트닝",10,후기 1,"1,790,000원",VAT 포함,"울쎄라피프라임
시술시간
50~60분
마취여부
크림/주사마취
회복시간
약 1~3일
시술효과
1~2개월",청담더오피부과의원,전문의 1명 / 전문의 1명 / 사후관리 / 사후관리,서울특별시 강남구 선릉로 602 (삼성동) 2층,,화요일 10:00 ~ 19:00 (점심 13:00 ~ 14:00) / 수요일 10:00 ~ 19:00 (점심 13:00 ~ 14:00) / 목요일 10:00 ~ 19:00 (점심 13:00 ~ 14:00) / 금요일 10:00 ~ 19:00 (점심 13:00 ~ 14:00) / 토요일 10:00 ~ 17:00 (점심 13:00 ~ 14:00) / 일요일 휴진,050803531528
리프팅,레이저리프팅,울쎄라리프팅,https://www.yeoshin.co.kr/event/mobile/26740,대표원장 1:1 맞춤 시술 울쎄라 400샷,https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/UhlcVZSMnOZam24VOLHbWKhkD2n3.jpg?q=90&f=webp&w=1024,"#리프팅레이저
#타이트닝",10,후기 1,,,"울쎄라
시술시간
30~60분
마취여부
크림마취
회복시간
약 1주
시술효과
4~8주 후",청담엔샤인의원,전문의 1명 / 전문의 1명 / 여의사 진료 / 여의사 진료 / 수술실 CCTV / 수술실 CCTV / 중국어 응대 / 중국어 응대,"서울특별시 강남구 도산대로 333 (신사동) 9층(신사동, K+메디칼타워)","크림마취
국소마취",화요일 10:00 ~ 20:00 / 수요일 휴진 / 목요일 10:00 ~ 19:00 / 금요일 10:00 ~ 20:00 / 토요일 10:00 ~ 15:00 / 일요일 휴진,0508-0353-5899
리프팅,레이저리프팅,울쎄라리프팅,https://www.yeoshin.co.kr/event/mobile/26688,"업그레이드된 울쎄라2, 울쎄라피 프라임",https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/JbNwLv5TGfHBXunvWax9ZsgSWn0A.jpg?q=90&f=webp&w=1024,"#리프팅레이저
#타이트닝",,,"396,000원",VAT 포함,"울쎄라피프라임
시술시간
30~60분
마취여부
크림마취
회복시간
약 1~3일
시술효과
1~2개월",제이필의원(홍대점),전문의 1명 / 전문의 1명 / 여의사 진료 / 여의사 진료 / 수술실 CCTV / 수술실 CCTV / 분야별 협진 / 분야별 협진 / 사후관리 / 사후관리,서울특별시 마포구 양화로 166 (동교동) 제이필의원,"크림마취
수면마취
비수면 무통마취",화요일 10:00 ~ 20:00 / 수요일 10:00 ~ 20:00 / 목요일 10:00 ~ 20:00 / 금요일 10:00 ~ 20:00 / 토요일 10:00 ~ 17:00 / 일요일 휴진,050803543270
리프팅,레이저리프팅,울쎄라리프팅,https://www.yeoshin.co.kr/event/mobile/24073,울쎄라300샷+엑소좀 5cc+모델링팩,https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/7YfrTjwYq3qTuffxECWkfWUhFWa3.jpg?q=90&f=webp&w=1024,"#리프팅레이저
#타이트닝",7,후기 1,"1,089,000원",VAT 포함,"울쎄라
시술시간
30~60분
마취여부
수면마취
회복시간
약 1주
시술효과
4~8주 후",비올라셀성형외과,전문의 1명 / 전문의 1명 / 수술실 CCTV / 수술실 CCTV / 전담회복실 / 전담회복실 / 사후관리 / 사후관리 / 피부진단기 F-RAY 촬영 > / 피부진단기 F-RAY 촬영 > / 피부진단기 F-RAY 촬영 >,서울특별시 강남구 도산대로 138 (논현동) 3층,"크림마취
수면마취
비수면 무통마취
국소마취",화요일 10:00 ~ 19:00 / 수요일 10:00 ~ 19:00 / 목요일 10:00 ~ 19:00 / 금요일 10:00 ~ 21:00 / 토요일 10:00 ~ 17:00 / 일요일 휴진,0508-0353-4553
리프팅,레이저리프팅,울쎄라리프팅,https://www.yeoshin.co.kr/event/mobile/12171,"업그레이드된 울쎄라2, 울쎄라피 프라임",https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/sgjlQ45ALG2b7xFqVtoLQaAO4Lf6.jpg?q=90&f=webp&w=1024,"#리프팅레이저
#타이트닝",10,후기 5,"429,000원",VAT 포함,"울쎄라피프라임
시술시간
30~60분
마취여부
크림마취
회복시간
약 1~3일
시술효과
1~2개월",제이필의원(강남점),영어 응대 / 영어 응대 / 중국어 응대 / 중국어 응대 / 일본어 응대 / 일본어 응대,서울특별시 강남구 강남대로 438 (역삼동) 스타플렉스 B1,,화요일 10:00 ~ 20:00 / 수요일 10:00 ~ 20:00 / 목요일 10:00 ~ 20:00 / 금요일 10:00 ~ 20:00 / 토요일 10:00 ~ 17:00 / 일요일 휴진,0508-0353-4730
리프팅,레이저리프팅,울쎄라리프팅,https://www.yeoshin.co.kr/event/mobile/21140,울쎄라+써마지FLX / 울써마지 리프팅,https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/MOQqq1UbEQ3T0Yvf9PiH70kDtrk.jpg?q=90&f=webp&w=1024,"#피부과 전문의
#리프팅레이저
#타이트닝",,,"1,969,000원",VAT 포함,"리프팅레이저
시술시간
40~60분
마취여부
3중마취
회복시간
1일
시술효과
2~3달 후",닥터스피부과의원(공덕점),전문의 4명 / 전문의 4명,서울특별시 마포구 마포대로 127 닥터스피부과의원(공덕점),,화요일 10:00 ~ 20:00 (점심 13:00 ~ 14:00) / 수요일 10:00 ~ 19:30 (점심 13:00 ~ 14:00) / 목요일 10:00 ~ 20:00 (점심 13:00 ~ 14:00) / 금요일 10:00 ~ 20:00 (점심 13:00 ~ 14:00) / 토요일 10:00 ~ 15:00 / 일요일 휴진 / 공휴일은 휴진,0508-0353-8201
리프팅,레이저리프팅,울쎄라리프팅,https://www.yeoshin.co.kr/event/mobile/7060,피부과전문의_아이 울쎄라 피프라임,https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/77aUwACpNUg8ps0B7iYyJ91x26F9.jpg?q=90&f=webp&w=1024,"#피부과 전문의
#리프팅레이저
#타이트닝",,,"660,000원",VAT 포함,"아이울쎄라
시술시간
60분
마취여부
크림마취
회복시간
당일
시술효과
3개월 후",페이브피부과의원(용산),전문의 1명 / 전문의 1명 / 여의사 진료 / 여의사 진료 / 수술실 CCTV / 수술실 CCTV / 사후관리 / 사후관리 / 영어 응대 / 영어 응대 / 중국어 응대 / 중국어 응대 / 일본어 응대 / 일본어 응대,"서울특별시 용산구 한강대로 69 (한강로2가, 용산푸르지오써밋) 페이브피부과의원",,화요일 10:00 ~ 20:00 (점심 13:00 ~ 14:00) / 수요일 휴진 / 목요일 10:00 ~ 20:00 (점심 13:00 ~ 14:00) / 금요일 10:00 ~ 20:00 (점심 13:00 ~ 14:00) / 토요일 09:30 ~ 15:00 / 일요일 휴진 / (공휴일이 있는 주는 수요일 정상진료),0508-0353-1618
